wn（波数）,n（反射率）,k（消光系数）,alpha(吸收系数)
1187.648456,3.469767598,1.21E-05,0.180366213
1189.060642,3.469768318,1.19E-05,0.177774539
1190.47619,3.469769024,1.17E-05,0.175272438
1191.895113,3.469769716,1.15E-05,0.172855736
1193.317422,3.469770397,1.14E-05,0.170517243
1194.74313,3.469771065,1.12E-05,0.168255737
1196.172249,3.469771722,1.10E-05,0.166065481
1197.60479,3.469772367,1.09E-05,0.163942217
1199.040767,3.469773001,1.07E-05,0.161884679
1200.480192,3.469773625,1.06E-05,0.15988707
1201.923077,3.469774239,1.05E-05,0.157948094
1203.369434,3.469774843,1.03E-05,0.15606494
1204.819277,3.469775438,1.02E-05,0.154233266
1206.272618,3.469776023,1.01E-05,0.152451745
1207.729469,3.4697766,9.93E-06,0.150719038
1209.189843,3.469777168,9.81E-06,0.149030766
1210.653753,3.469777728,9.69E-06,0.147387089
1212.121212,3.46977828,9.57E-06,0.145785124
1213.592233,3.469778824,9.46E-06,0.144221971
1215.066829,3.46977936,9.35E-06,0.142697773
1216.545012,3.46977989,9.24E-06,0.141209614
1218.026797,3.469780412,9.13E-06,0.139756096
1219.512195,3.469780927,9.03E-06,0.138337344
1221.001221,3.469781436,8.93E-06,0.136948883
1222.493888,3.469781938,8.83E-06,0.135592361
1223.990208,3.469782434,8.73E-06,0.134266357
1225.490196,3.469782924,8.63E-06,0.132967903
1226.993865,3.469783408,8.54E-06,0.131697099
1228.501229,3.469783886,8.45E-06,0.130452506
1230.0123,3.469784358,8.36E-06,0.129232673
1231.527094,3.469784825,8.27E-06,0.128037692
1233.045623,3.469785286,8.19E-06,0.126867654
1234.567901,3.469785743,8.10E-06,0.125717999
1236.093943,3.469786194,8.02E-06,0.124591908
1237.623762,3.46978664,7.94E-06,0.123486359
1239.157373,3.469787082,7.86E-06,0.122402984
1240.694789,3.469787518,7.78E-06,0.121337189
1242.236025,3.469787951,7.71E-06,0.120292162
1243.781095,3.469788378,7.63E-06,0.119264854
1245.330012,3.469788802,7.56E-06,0.118255332
1246.882793,3.46978922,7.48E-06,0.117262095
1248.439451,3.469789635,7.41E-06,0.116286772
1250,3.469790046,7.34E-06,0.115327861
1251.564456,3.469790453,7.27E-06,0.114385422
1253.132832,3.469790855,7.20E-06,0.113456369
1254.705144,3.469791254,7.14E-06,0.112543905
1256.281407,3.46979165,7.07E-06,0.111644935
1257.861635,3.469792041,7.01E-06,0.110759511
1259.445844,3.469792429,6.94E-06,0.109889266
1261.034048,3.469792814,6.88E-06,0.109031087
1262.626263,3.469793195,6.82E-06,0.108185022
1264.222503,3.469793572,6.76E-06,0.107352704
1265.822785,3.469793946,6.70E-06,0.106532595
1267.427123,3.469794318,6.64E-06,0.105723148
1269.035533,3.469794685,6.58E-06,0.104926
1270.64803,3.46979505,6.52E-06,0.1041396
1272.264631,3.469795412,6.47E-06,0.103363989
1273.88535,3.469795771,6.41E-06,0.102600809
1275.510204,3.469796126,6.35E-06,0.1018453
1277.139208,3.469796479,6.30E-06,0.101102305
1278.772379,3.469796829,6.25E-06,0.100367051
1280.409731,3.469797177,6.19E-06,0.099642786
1282.051282,3.469797521,6.14E-06,0.098927942
1283.697047,3.469797863,6.09E-06,0.098220942
1285.347044,3.469798202,6.04E-06,0.09752343
1287.001287,3.469798539,5.99E-06,0.096835444
1288.659794,3.469798873,5.94E-06,0.096155402
1290.322581,3.469799204,5.89E-06,0.095483333
1291.989664,3.469799533,5.84E-06,0.094819269
1293.661061,3.46979986,5.79E-06,0.094164866
1295.336788,3.469800184,5.75E-06,0.093516907
1297.016861,3.469800506,5.70E-06,0.092875417
1298.701299,3.469800826,5.65E-06,0.092243684
1300.390117,3.469801143,5.61E-06,0.091618479
1302.083333,3.469801458,5.56E-06,0.090999827
1303.780965,3.469801771,5.52E-06,0.090387753
1305.483029,3.469802082,5.47E-06,0.089783925
1307.189542,3.46980239,5.43E-06,0.089186731
1308.900524,3.469802697,5.39E-06,0.088594553
1310.61599,3.469803001,5.34E-06,0.088010705
1312.335958,3.469803304,5.30E-06,0.087431921
1314.060447,3.469803604,5.26E-06,0.086859872
1315.789474,3.469803902,5.22E-06,0.086292932
1317.523057,3.469804199,5.18E-06,0.085732776
1319.261214,3.469804493,5.14E-06,0.085177774
1321.003963,3.469804786,5.10E-06,0.084629605
1322.751323,3.469805076,5.06E-06,0.084086635
1324.503311,3.469805365,5.02E-06,0.083548884
1326.259947,3.469805652,4.98E-06,0.08301804
1328.021248,3.469805937,4.94E-06,0.082490793
1329.787234,3.469806221,4.91E-06,0.081968827
1331.557923,3.469806503,4.87E-06,0.081452165
1333.333333,3.469806783,4.83E-06,0.080940827
1335.113485,3.469807061,4.79E-06,0.080434835
1336.898396,3.469807337,4.76E-06,0.079932529
1338.688086,3.469807612,4.72E-06,0.07943729
1340.482574,3.469807886,4.69E-06,0.078944092
1342.281879,3.469808157,4.65E-06,0.078456318
1344.086022,3.469808427,4.62E-06,0.077973988
1345.89502,3.469808696,4.58E-06,0.077495434
1347.708895,3.469808963,4.55E-06,0.077022364
1349.527665,3.469809228,4.51E-06,0.076553105
1351.351351,3.469809492,4.48E-06,0.076087672
1353.179973,3.469809754,4.45E-06,0.075626081
1355.01355,3.469810015,4.41E-06,0.075168347
1356.852103,3.469810275,4.38E-06,0.074716192
1358.695652,3.469810532,4.35E-06,0.074266222
1360.544218,3.469810789,4.32E-06,0.073821867
1362.39782,3.469811044,4.29E-06,0.073381437
1364.25648,3.469811298,4.25E-06,0.072943235
1366.120219,3.46981155,4.22E-06,0.072508985
1367.989056,3.469811801,4.19E-06,0.072080423
1369.863014,3.46981205,4.16E-06,0.07165413
1371.742112,3.469812299,4.13E-06,0.071231839
1373.626374,3.469812545,4.10E-06,0.07081184
1375.515818,3.469812791,4.07E-06,0.070395871
1377.410468,3.469813035,4.04E-06,0.069983949
1379.310345,3.469813278,4.01E-06,0.069576091
1381.21547,3.46981352,3.99E-06,0.069170577
1383.125864,3.46981376,3.96E-06,0.068769156
1385.041551,3.469814,3.93E-06,0.068370103
1386.962552,3.469814238,3.90E-06,0.067975173
1388.888889,3.469814474,3.87E-06,0.067582636
1390.820584,3.46981471,3.84E-06,0.067192503
1392.75766,3.469814944,3.82E-06,0.066806533
1394.700139,3.469815177,3.79E-06,0.066422993
1396.648045,3.469815409,3.76E-06,0.066043646
1398.601399,3.46981564,3.74E-06,0.065666753
1400.560224,3.46981587,3.71E-06,0.065292324
1402.524544,3.469816098,3.68E-06,0.06492037
1404.494382,3.469816326,3.66E-06,0.064552666
1406.469761,3.469816552,3.63E-06,0.064187463
1408.450704,3.469816777,3.61E-06,0.06382477
1410.437236,3.469817001,3.58E-06,0.0634646
1412.429379,3.469817224,3.56E-06,0.063106961
1414.427157,3.469817446,3.53E-06,0.062751866
1416.430595,3.469817667,3.51E-06,0.062399325
1418.439716,3.469817886,3.48E-06,0.062051131
1420.454545,3.469818105,3.46E-06,0.061703733
1422.475107,3.469818323,3.43E-06,0.061358921
1424.501425,3.469818539,3.41E-06,0.061016708
1426.533524,3.469818755,3.38E-06,0.060678896
1428.571429,3.46981897,3.36E-06,0.060341914
1430.615165,3.469819183,3.34E-06,0.060007563
1432.664756,3.469819396,3.31E-06,0.059674054
1434.72023,3.469819608,3.29E-06,0.059344998
1436.781609,3.469819818,3.27E-06,0.059018607
1438.848921,3.469820028,3.25E-06,0.058693084
1440.92219,3.469820237,3.22E-06,0.058370245
1443.001443,3.469820444,3.20E-06,0.058050101
1445.086705,3.469820651,3.18E-06,0.057730848
1447.178003,3.469820857,3.16E-06,0.057416126
1449.275362,3.469821062,3.14E-06,0.057102314
1451.37881,3.469821266,3.11E-06,0.056791238
1453.488372,3.469821469,3.09E-06,0.056481084
1455.604076,3.469821671,3.07E-06,0.056173686
1457.725948,3.469821873,3.05E-06,0.055869055
1459.854015,3.469822073,3.03E-06,0.055565369
1461.988304,3.469822273,3.01E-06,0.05526447
1464.128843,3.469822471,2.99E-06,0.05496453
1466.27566,3.469822669,2.97E-06,0.054667395
1468.428781,3.469822866,2.95E-06,0.054373078
1470.588235,3.469823062,2.93E-06,0.054079743
1472.75405,3.469823257,2.91E-06,0.053789246
1474.926254,3.469823452,2.89E-06,0.053499745
1477.104874,3.469823645,2.87E-06,0.053211245
1479.289941,3.469823838,2.85E-06,0.052927468
1481.481481,3.46982403,2.83E-06,0.052642851
1483.679525,3.469824221,2.81E-06,0.052361118
1485.884101,3.469824411,2.79E-06,0.052082282
1488.095238,3.469824601,2.77E-06,0.051802616
1490.312966,3.469824789,2.75E-06,0.051527735
1492.537313,3.469824977,2.73E-06,0.051252034
1494.768311,3.469825164,2.71E-06,0.050979265
1497.005988,3.46982535,2.70E-06,0.050709442
1499.250375,3.469825536,2.68E-06,0.050438809
1501.501502,3.469825721,2.66E-06,0.050171138
1503.759398,3.469825904,2.64E-06,0.049906441
1506.024096,3.469826088,2.62E-06,0.049640947
1508.295626,3.46982627,2.61E-06,0.049378442
1510.574018,3.469826452,2.59E-06,0.049118941
1512.859304,3.469826633,2.57E-06,0.048858655
1515.151515,3.469826813,2.55E-06,0.048601388
1517.450683,3.469826992,2.54E-06,0.048345247
1519.756839,3.469827171,2.52E-06,0.048090238
1522.070015,3.469827349,2.50E-06,0.047838277
1524.390244,3.469827526,2.48E-06,0.047585548
1526.717557,3.469827703,2.47E-06,0.047335885
1529.051988,3.469827878,2.45E-06,0.04708738
1531.393568,3.469828054,2.43E-06,0.046841962
1533.742331,3.469828228,2.42E-06,0.046595792
1536.09831,3.469828402,2.40E-06,0.046352725
1538.461538,3.469828575,2.39E-06,0.046108911
1540.832049,3.469828747,2.37E-06,0.045868219
1543.209877,3.469828919,2.35E-06,0.045628722
1545.595054,3.46982909,2.34E-06,0.045390428
1547.987616,3.46982926,2.32E-06,0.045155286
1550.387597,3.46982943,2.31E-06,0.044919415
1552.795031,3.469829598,2.29E-06,0.044684763
1555.209953,3.469829767,2.27E-06,0.04445329
1557.632399,3.469829934,2.26E-06,0.044221095
1560.062402,3.469830101,2.24E-06,0.043992097
1562.5,3.469830268,2.23E-06,0.043764347
1564.945227,3.469830433,2.21E-06,0.043535884
1567.398119,3.469830598,2.20E-06,0.043310644
1569.858713,3.469830763,2.18E-06,0.04308667
1572.327044,3.469830926,2.17E-06,0.042863967
1574.80315,3.46983109,2.15E-06,0.042640563
1577.287066,3.469831252,2.14E-06,0.042420418
1579.778831,3.469831414,2.13E-06,0.042201563
1582.278481,3.469831575,2.11E-06,0.041984004
1584.786054,3.469831736,2.10E-06,0.041765755
1587.301587,3.469831896,2.08E-06,0.041550802
1589.825119,3.469832055,2.07E-06,0.041337164
1592.356688,3.469832214,2.06E-06,0.041122846
1594.896332,3.469832372,2.04E-06,0.040911852
1597.444089,3.46983253,2.03E-06,0.040700184
1600,3.469832687,2.01E-06,0.040489849
1602.564103,3.469832843,2.00E-06,0.040282868
1605.136437,3.469832999,1.99E-06,0.040075223
1607.717042,3.469833154,1.97E-06,0.03986893
1610.305958,3.469833309,1.96E-06,0.039663997
1612.903226,3.469833463,1.95E-06,0.039460429
1615.508885,3.469833616,1.93E-06,0.039258233
1618.122977,3.469833769,1.92E-06,0.039055383
1620.745543,3.469833922,1.91E-06,0.038855949
1623.376623,3.469834073,1.89E-06,0.038655868
1626.01626,3.469834225,1.88E-06,0.038457179
1628.664495,3.469834375,1.87E-06,0.038259889
1631.32137,3.469834525,1.86E-06,0.038064006
1633.986928,3.469834675,1.84E-06,0.037869536
1636.661211,3.469834824,1.83E-06,0.03767443
1639.344262,3.469834972,1.82E-06,0.037482804
1642.036125,3.46983512,1.81E-06,0.037290548
1644.736842,3.469835268,1.80E-06,0.037099727
1647.446458,3.469835414,1.78E-06,0.036910348
1650.165017,3.469835561,1.77E-06,0.036720343
1652.892562,3.469835706,1.76E-06,0.036533865
1655.629139,3.469835852,1.75E-06,0.036346769
1658.374793,3.469835996,1.74E-06,0.036161136
1661.129568,3.469836141,1.72E-06,0.035974887
1663.893511,3.469836284,1.71E-06,0.0357922
1666.666667,3.469836427,1.70E-06,0.035608904
1669.449082,3.46983657,1.69E-06,0.035427094
1672.240803,3.469836712,1.68E-06,0.035246777
1675.041876,3.469836854,1.67E-06,0.035065856
1677.852349,3.469836995,1.65E-06,0.034886436
1680.672269,3.469837135,1.64E-06,0.034708525
1683.501684,3.469837275,1.63E-06,0.034532131
1686.340641,3.469837415,1.62E-06,0.034355142
1689.189189,3.469837554,1.61E-06,0.034179677
1692.047377,3.469837692,1.60E-06,0.034005745
1694.915254,3.46983783,1.59E-06,0.033831224
1697.792869,3.469837968,1.58E-06,0.033658243
1700.680272,3.469838105,1.57E-06,0.033486811
1703.577513,3.469838242,1.56E-06,0.033316936
1706.484642,3.469838378,1.55E-06,0.033146481
1709.401709,3.469838513,1.54E-06,0.032977592
1712.328767,3.469838648,1.52E-06,0.032808124
1715.265866,3.469838783,1.51E-06,0.032642385
1718.213058,3.469838917,1.50E-06,0.032476078
1721.170396,3.469839051,1.49E-06,0.032309197
1724.137931,3.469839184,1.48E-06,0.032143908
1727.115717,3.469839317,1.47E-06,0.031980218
1730.103806,3.469839449,1.46E-06,0.031818136
1733.102253,3.469839581,1.45E-06,0.031655492
1736.111111,3.469839712,1.44E-06,0.031494465
1739.130435,3.469839843,1.43E-06,0.031332878
1742.160279,3.469839974,1.42E-06,0.031172917
1745.200698,3.469840104,1.41E-06,0.031014591
1748.251748,3.469840233,1.40E-06,0.030855711
1751.313485,3.469840362,1.39E-06,0.030698476
1754.385965,3.469840491,1.39E-06,0.030540688
1757.469244,3.469840619,1.38E-06,0.030384555
1760.56338,3.469840747,1.37E-06,0.030230084
1763.66843,3.469840874,1.36E-06,0.030075069
1766.784452,3.469841001,1.35E-06,0.029921726
1769.911504,3.469841128,1.34E-06,0.029770064
1773.049645,3.469841254,1.33E-06,0.029617865
1776.198934,3.469841379,1.32E-06,0.029465124
1779.359431,3.469841504,1.31E-06,0.029314077
1782.531194,3.469841629,1.30E-06,0.02916473
1785.714286,3.469841753,1.29E-06,0.029017095
1788.908766,3.469841877,1.28E-06,0.028866683
1792.114695,3.469842,1.28E-06,0.028720236
1795.332136,3.469842123,1.27E-06,0.028573263
1798.561151,3.469842246,1.26E-06,0.028425762
1801.801802,3.469842368,1.25E-06,0.028282257
1805.054152,3.46984249,1.24E-06,0.028135966
1808.318264,3.469842611,1.23E-06,0.027991419
1811.594203,3.469842732,1.22E-06,0.027848624
1814.882033,3.469842852,1.21E-06,0.027705311
1818.181818,3.469842972,1.21E-06,0.027563761
1821.493625,3.469843092,1.20E-06,0.027421696
1824.817518,3.469843211,1.19E-06,0.027281406
1828.153565,3.46984333,1.18E-06,0.0271429
1831.501832,3.469843448,1.17E-06,0.027001585
1834.862385,3.469843566,1.17E-06,0.026864363
1838.235294,3.469843684,1.16E-06,0.026726636
1841.620626,3.469843801,1.15E-06,0.026588402
1845.01845,3.469843918,1.14E-06,0.026451977
1848.428835,3.469844034,1.13E-06,0.026315047
1851.851852,3.46984415,1.13E-06,0.026179938
1855.28757,3.469844266,1.12E-06,0.026046658
1858.736059,3.469844381,1.11E-06,0.025910547
1862.197393,3.469844496,1.10E-06,0.025778609
1865.671642,3.469844611,1.09E-06,0.025646179
1869.158879,3.469844725,1.09E-06,0.025513254
1872.659176,3.469844838,1.08E-06,0.025382185
1876.172608,3.469844952,1.07E-06,0.025250623
1879.699248,3.469845064,1.06E-06,0.02512093
1883.239171,3.469845177,1.06E-06,0.024990747
1886.792453,3.469845289,1.05E-06,0.024862444
1890.359168,3.469845401,1.04E-06,0.024733657
1893.939394,3.469845512,1.03E-06,0.024604381
1897.533207,3.469845623,1.03E-06,0.024477
1901.140684,3.469845734,1.02E-06,0.024351523
1904.761905,3.469845844,1.01E-06,0.024225568
1908.396947,3.469845954,1.00E-06,0.024099132
1912.045889,3.469846064,9.98E-07,0.023974616
1915.708812,3.469846173,9.91E-07,0.023849622
1919.385797,3.469846282,9.84E-07,0.023726561
1923.076923,3.46984639,9.77E-07,0.023603026
1926.782274,3.469846498,9.70E-07,0.023481437
1930.501931,3.469846606,9.63E-07,0.023359378
1934.235977,3.469846713,9.56E-07,0.023236847
1937.984496,3.46984682,9.49E-07,0.023116276
1941.747573,3.469846927,9.42E-07,0.022995237
1945.525292,3.469847033,9.36E-07,0.022876172
1949.317739,3.469847139,9.29E-07,0.022756643
1953.125,3.469847244,9.22E-07,0.022636647
1956.947162,3.469847349,9.16E-07,0.02251864
1960.784314,3.469847454,9.09E-07,0.022402635
1964.636542,3.469847559,9.03E-07,0.022283704
1968.503937,3.469847663,8.96E-07,0.022169254
1972.386588,3.469847767,8.90E-07,0.022051873
1976.284585,3.46984787,8.83E-07,0.021936511
1980.19802,3.469847973,8.77E-07,0.021820693
1984.126984,3.469848076,8.71E-07,0.021706908
1988.071571,3.469848178,8.64E-07,0.021592671
1992.031873,3.469848281,8.58E-07,0.021480482
1996.007984,3.469848382,8.52E-07,0.021367846
2000,3.469848484,8.46E-07,0.021254758
2004.008016,3.469848585,8.40E-07,0.021143736
2008.032129,3.469848685,8.34E-07,0.021032268
2012.072435,3.469848786,8.27E-07,0.020920351
2016.129032,3.469848886,8.21E-07,0.020810517
2020.20202,3.469848986,8.15E-07,0.020700239
2024.291498,3.469849085,8.09E-07,0.020589514
2028.397566,3.469849184,8.04E-07,0.020480889
2032.520325,3.469849283,7.98E-07,0.020374377
2036.659878,3.469849381,7.92E-07,0.020264871
2040.816327,3.469849479,7.86E-07,0.020157483
2044.989775,3.469849577,7.80E-07,0.020052226
2049.180328,3.469849674,7.75E-07,0.019943962
2053.38809,3.469849771,7.69E-07,0.019837834
2057.613169,3.469849868,7.63E-07,0.019733855
2061.85567,3.469849964,7.58E-07,0.019629447
2066.115702,3.469850061,7.52E-07,0.019524608
2070.393375,3.469850156,7.46E-07,0.019419335
2074.688797,3.469850252,7.41E-07,0.019316231
2079.002079,3.469850347,7.35E-07,0.0192127
2083.333333,3.469850442,7.30E-07,0.019108736
2087.682672,3.469850536,7.25E-07,0.019006963
2092.050209,3.469850631,7.19E-07,0.018904763
2096.436059,3.469850724,7.14E-07,0.018804769
2100.840336,3.469850818,7.09E-07,0.018704355
2105.263158,3.469850911,7.03E-07,0.018603519
2109.704641,3.469851004,6.98E-07,0.018502257
2114.164905,3.469851097,6.93E-07,0.018403223
2118.644068,3.469851189,6.88E-07,0.01830377
2123.142251,3.469851281,6.82E-07,0.018206562
2127.659574,3.469851373,6.77E-07,0.018108941
2132.196162,3.469851464,6.72E-07,0.018010904
2136.752137,3.469851556,6.67E-07,0.017912447
2141.327623,3.469851646,6.62E-07,0.01781626
2145.922747,3.469851737,6.57E-07,0.01771966
2150.537634,3.469851827,6.52E-07,0.017622645
2155.172414,3.469851917,6.47E-07,0.01752792
2159.827214,3.469852007,6.42E-07,0.017432785
2164.502165,3.469852096,6.37E-07,0.017337239
2169.197397,3.469852185,6.33E-07,0.017244004
2173.913043,3.469852274,6.28E-07,0.017147631
2178.649237,3.469852362,6.23E-07,0.017056315
2183.406114,3.46985245,6.18E-07,0.016961856
2188.183807,3.469852538,6.14E-07,0.016869733
2192.982456,3.469852625,6.09E-07,0.016777206
2197.802198,3.469852713,6.04E-07,0.016684273
2202.643172,3.4698528,6.00E-07,0.016593698
2207.505519,3.469852886,5.95E-07,0.016502723
2212.389381,3.469852973,5.90E-07,0.016411346
2217.2949,3.469853059,5.86E-07,0.016322349
2222.222222,3.469853145,5.81E-07,0.016230165
2227.171492,3.46985323,5.77E-07,0.016143168
2232.142857,3.469853315,5.72E-07,0.016052977
2237.136465,3.4698534,5.68E-07,0.015965194
2242.152466,3.469853485,5.64E-07,0.015877017
2247.191011,3.469853569,5.59E-07,0.015788444
2252.252252,3.469853653,5.55E-07,0.015699472
2257.336343,3.469853737,5.50E-07,0.015612935
2262.443439,3.469853821,5.46E-07,0.015526006
2267.573696,3.469853904,5.42E-07,0.015438683
2272.727273,3.469853987,5.38E-07,0.015353819
2277.904328,3.469854069,5.33E-07,0.015268569
2283.105023,3.469854152,5.29E-07,0.015182929
2288.329519,3.469854234,5.25E-07,0.015096898
2293.577982,3.469854316,5.21E-07,0.015013354
2298.850575,3.469854397,5.17E-07,0.014929425
2304.147465,3.469854479,5.13E-07,0.01484511
2309.468822,3.46985456,5.09E-07,0.014760406
2314.814815,3.46985464,5.05E-07,0.014678218
2320.185615,3.469854721,5.01E-07,0.014595649
2325.581395,3.469854801,4.97E-07,0.014512696
2331.002331,3.469854881,4.93E-07,0.014429356
2336.448598,3.469854961,4.89E-07,0.014348563
2341.920375,3.46985504,4.85E-07,0.014267392
2347.41784,3.469855119,4.81E-07,0.014185839
2352.941176,3.469855198,4.77E-07,0.014106859
2358.490566,3.469855277,4.73E-07,0.014024543
2364.066194,3.469855355,4.69E-07,0.013944809
2369.668246,3.469855433,4.66E-07,0.013864696
2375.296912,3.469855511,4.62E-07,0.013787188
2380.952381,3.469855588,4.58E-07,0.013709311
2386.634845,3.469855666,4.54E-07,0.013628063
2392.344498,3.469855743,4.51E-07,0.013552439
2398.081535,3.469855819,4.47E-07,0.013473439
2403.846154,3.469855896,4.43E-07,0.013394059
2409.638554,3.469855972,4.40E-07,0.013317324
2415.458937,3.469856048,4.36E-07,0.013240219
2421.307506,3.469856124,4.33E-07,0.013165783
2427.184466,3.469856199,4.29E-07,0.013087935
2433.090024,3.469856274,4.26E-07,0.013012767
2439.02439,3.469856349,4.22E-07,0.012937231
2444.987775,3.469856424,4.19E-07,0.012861326
2450.980392,3.469856498,4.15E-07,0.012788129
2457.002457,3.469856573,4.12E-07,0.012711485
2463.054187,3.469856647,4.08E-07,0.012637559
2469.135802,3.46985672,4.05E-07,0.012563267
2475.247525,3.469856794,4.02E-07,0.012491718
2481.389578,3.469856867,3.98E-07,0.012416696
2487.562189,3.46985694,3.95E-07,0.012344427
2493.765586,3.469857012,3.92E-07,0.012271797
2500,3.469857085,3.88E-07,0.012198804
2506.265664,3.469857157,3.85E-07,0.012128594
2512.562814,3.469857229,3.82E-07,0.012054875
2518.891688,3.4698573,3.79E-07,0.011983949
2525.252525,3.469857372,3.75E-07,0.011912665
2531.64557,3.469857443,3.72E-07,0.01184102
2538.071066,3.469857514,3.69E-07,0.011772201
2544.529262,3.469857585,3.66E-07,0.011699834
2551.020408,3.469857655,3.63E-07,0.011630304
2557.544757,3.469857725,3.60E-07,0.011560418
2564.102564,3.469857795,3.57E-07,0.011493395
2570.694087,3.469857865,3.54E-07,0.011422798
2577.319588,3.469857934,3.51E-07,0.011355076
2583.979328,3.469858003,3.48E-07,0.011287003
2590.673575,3.469858072,3.45E-07,0.011218578
2597.402597,3.469858141,3.42E-07,0.011149797
2604.166667,3.46985821,3.39E-07,0.011083931
2610.966057,3.469858278,3.36E-07,0.01101444
2617.801047,3.469858346,3.33E-07,0.010947874
2624.671916,3.469858414,3.30E-07,0.010880959
2631.578947,3.469858481,3.27E-07,0.010816999
2638.522427,3.469858548,3.24E-07,0.010749386
2645.502646,3.469858615,3.21E-07,0.010684739
2652.519894,3.469858682,3.19E-07,0.010619749
2659.574468,3.469858749,3.16E-07,0.010554414
2666.666667,3.469858815,3.13E-07,0.01048873
2673.796791,3.469858881,3.10E-07,0.010422695
2680.965147,3.469858947,3.08E-07,0.010359675
2688.172043,3.469859013,3.05E-07,0.010296316
2695.41779,3.469859078,3.02E-07,0.010232616
2702.702703,3.469859143,2.99E-07,0.010168571
2710.0271,3.469859208,2.97E-07,0.010104179
2717.391304,3.469859273,2.94E-07,0.010042852
2724.79564,3.469859338,2.91E-07,0.009977766
2732.240437,3.469859402,2.89E-07,0.009915759
2739.726027,3.469859466,2.86E-07,0.009853411
2747.252747,3.46985953,2.84E-07,0.009790721
2754.820937,3.469859593,2.81E-07,0.009731148
2762.430939,3.469859657,2.79E-07,0.009667774
2770.083102,3.46985972,2.76E-07,0.009607529
2777.777778,3.469859783,2.74E-07,0.009546951
2785.51532,3.469859845,2.71E-07,0.009486034
2793.296089,3.469859908,2.69E-07,0.009424777
2801.120448,3.46985997,2.66E-07,0.009366698
2808.988764,3.469860032,2.64E-07,0.009304762
2816.901408,3.469860094,2.61E-07,0.009246016
2824.858757,3.469860155,2.59E-07,0.009186939
2832.86119,3.469860216,2.56E-07,0.009127528
2840.909091,3.469860278,2.54E-07,0.009071348
2849.002849,3.469860338,2.52E-07,0.009011269
2857.142857,3.469860399,2.49E-07,0.008954436
2865.329513,3.46986046,2.47E-07,0.008893677
2873.563218,3.46986052,2.45E-07,0.00883618
2881.84438,3.46986058,2.42E-07,0.008778352
2890.17341,3.469860639,2.40E-07,0.008723821
2898.550725,3.469860699,2.38E-07,0.008665332
2906.976744,3.469860758,2.36E-07,0.008610155
2915.451895,3.469860817,2.33E-07,0.008550993
2923.976608,3.469860876,2.31E-07,0.00849516
2932.55132,3.469860935,2.29E-07,0.008438999
2941.176471,3.469860993,2.27E-07,0.008386204
2949.852507,3.469861052,2.25E-07,0.00832939
2958.579882,3.46986111,2.23E-07,0.008275958
2967.35905,3.469861168,2.20E-07,0.008218481
2976.190476,3.469861225,2.18E-07,0.008164401
2985.074627,3.469861283,2.16E-07,0.008109998
2994.011976,3.46986134,2.14E-07,0.008055269
3003.003003,3.469861397,2.12E-07,0.008000212
3012.048193,3.469861453,2.10E-07,0.007948608
3021.148036,3.46986151,2.08E-07,0.007892895
3030.30303,3.469861566,2.06E-07,0.007840653
3039.513678,3.469861622,2.04E-07,0.007788094
3048.780488,3.469861678,2.02E-07,0.007735214
3058.103976,3.469861734,2.00E-07,0.00768201
3067.484663,3.469861789,1.98E-07,0.007632335
3076.923077,3.469861845,1.96E-07,0.007578488
3086.419753,3.4698619,1.94E-07,0.007528186
3095.975232,3.469861954,1.92E-07,0.007473683
3105.590062,3.469862009,1.90E-07,0.007422744
3115.264798,3.469862064,1.88E-07,0.007371487
3125,3.469862118,1.86E-07,0.007319911
3134.796238,3.469862172,1.85E-07,0.00727195
3144.654088,3.469862226,1.83E-07,0.007219735
3154.574132,3.469862279,1.81E-07,0.007171156
3164.556962,3.469862333,1.79E-07,0.007118292
3174.603175,3.469862386,1.77E-07,0.007069082
3184.713376,3.469862439,1.75E-07,0.007019558
3194.888179,3.469862491,1.74E-07,0.006969718
3205.128205,3.469862544,1.72E-07,0.006923587
3215.434084,3.469862596,1.70E-07,0.006873117
3225.806452,3.469862649,1.68E-07,0.006822323
3236.245955,3.4698627,1.67E-07,0.006775266
3246.753247,3.469862752,1.65E-07,0.006727904
3257.32899,3.469862804,1.63E-07,0.006680233
3267.973856,3.469862855,1.62E-07,0.006632251
3278.688525,3.469862906,1.60E-07,0.006583954
3289.473684,3.469862957,1.58E-07,0.006535339
3300.330033,3.469863008,1.57E-07,0.006490551
3311.258278,3.469863058,1.55E-07,0.006441305
3322.259136,3.469863109,1.53E-07,0.006395907
3333.333333,3.469863159,1.52E-07,0.006350206
3344.481605,3.469863209,1.50E-07,0.006304199
3355.704698,3.469863259,1.48E-07,0.006257884
3367.003367,3.469863308,1.47E-07,0.006211256
3378.378378,3.469863357,1.45E-07,0.006164314
3389.830508,3.469863407,1.44E-07,0.006121313
3401.360544,3.469863456,1.42E-07,0.006073745
3412.969283,3.469863504,1.41E-07,0.006030142
3424.657534,3.469863553,1.39E-07,0.00598624
3436.426117,3.469863601,1.38E-07,0.005942036
3448.275862,3.469863649,1.36E-07,0.005897527
3460.207612,3.469863697,1.35E-07,0.005852711
3472.222222,3.469863745,1.33E-07,0.005807583
3484.320557,3.469863793,1.32E-07,0.00576214
3496.503497,3.46986384,1.30E-07,0.005720774
3508.77193,3.469863887,1.29E-07,0.005674708
3521.126761,3.469863934,1.27E-07,0.005632743
