PM2.5,PM10,CO,NO2,SO2,O3,风速,压强,降水量,温度,湿度,时间
96,129,0.4,40,13,87,0.3,1015.9,153.3,16,59,2019/3/18 12:24
97,131,0.4,40,13,88,1.4,1015.9,153.3,16,59,2019/3/18 12:25
103,136,0.4,41,13,88,1,1015.8,153.3,16,59,2019/3/18 12:26
98,130,0.4,41,13,89,1.2,1015.8,153.3,16,59,2019/3/18 12:27
99,133,0.4,42,13,89,0.9,1015.8,153.3,16,59,2019/3/18 12:28
96,129,0.4,42,13,90,0.7,1015.9,153.3,16,59,2019/3/18 12:29
96,133,0.4,42,13,89,0.9,1015.8,153.3,16,58,2019/3/18 12:30
108,141,0.4,41,13,89,0.5,1015.8,153.3,16,58,2019/3/18 12:31
96,130,0.4,41,13,89,0.5,1015.8,153.3,16,58,2019/3/18 12:32
98,132,0.4,40,13,88,0.7,1015.8,153.3,16,58,2019/3/18 12:33
92,121,0.4,39,13,88,2.8,1015.8,153.3,16,58,2019/3/18 12:34
99,134,0.4,40,13,89,1.1,1015.7,153.3,16,58,2019/3/18 12:35
95,129,0.4,40,13,90,2.3,1015.8,153.3,16,57,2019/3/18 12:36
92,126,0.4,38,13,91,0.6,1015.7,153.3,16,58,2019/3/18 12:37
100,141,0.4,37,13,91,1,1015.7,153.3,16,58,2019/3/18 12:38
93,126,0.4,36,13,91,1.1,1015.6,153.3,16,58,2019/3/18 12:39
98,134,0.4,35,13,89,0.8,1015.6,153.3,16,58,2019/3/18 12:40
104,134,0.4,35,13,88,0.9,1015.6,153.3,16,57,2019/3/18 12:41
96,128,0.4,36,13,88,1.3,1015.6,153.3,16,57,2019/3/18 12:42
98,128,0.4,38,13,88,1.9,1015.6,153.3,16,58,2019/3/18 12:43
96,130,0.4,38,13,89,1.1,1015.5,153.3,16,58,2019/3/18 12:44
96,128,0.4,38,13,91,1.6,1015.6,153.3,16,58,2019/3/18 12:45
100,132,0.4,37,13,93,1.9,1015.5,153.3,16,58,2019/3/18 12:46
96,131,0.4,35,13,93,2.2,1015.5,153.3,16,59,2019/3/18 12:47
93,126,0.4,33,13,92,0.8,1015.5,153.3,16,59,2019/3/18 12:48
101,134,0.4,33,13,92,1.2,1015.5,153.3,16,59,2019/3/18 12:49
84,117,0.4,31,13,91,1.1,1015.4,153.3,16,58,2019/3/18 12:50
99,132,0.4,30,13,91,1.8,1015.4,153.3,16,59,2019/3/18 12:51
91,123,0.4,30,13,91,1.6,1015.4,153.3,16,58,2019/3/18 12:52
100,128,0.4,30,13,92,1.3,1015.5,153.3,16,59,2019/3/18 12:53
98,136,0.4,30,13,92,1.4,1015.5,153.3,16,59,2019/3/18 12:54
102,132,0.4,31,13,92,1.2,1015.4,153.3,16,59,2019/3/18 12:55
99,134,0.4,32,13,92,0.5,1015.3,153.3,16,59,2019/3/18 12:56
93,128,0.4,32,13,91,1.2,1015.3,153.3,16,58,2019/3/18 12:57
96,126,0.4,33,13,91,1.5,1015.3,153.3,16,58,2019/3/18 12:58
91,122,0.4,34,13,91,1.3,1015.3,153.3,16,58,2019/3/18 12:59
92,127,0.4,35,13,91,1.5,1015.3,153.3,16,58,2019/3/18 13:00
90,124,0.4,35,13,91,1,1015.3,153.3,16,57,2019/3/18 13:01
96,127,0.4,35,13,91,1.3,1015.1,153.3,16,57,2019/3/18 13:02
96,130,0.4,35,13,91,1.5,1015.2,153.3,16,58,2019/3/18 13:03
98,126,0.4,34,13,91,2.3,1015.1,153.3,16,58,2019/3/18 13:04
93,123,0.4,34,13,92,0.9,1015.2,153.3,16,58,2019/3/18 13:05
98,132,0.4,35,13,92,1.3,1015.1,153.3,16,58,2019/3/18 13:06
98,133,0.4,36,13,92,1.2,1015,153.3,16,58,2019/3/18 13:07
104,138,0.4,36,13,93,1.3,1015.1,153.3,16,58,2019/3/18 13:08
100,135,0.4,36,13,93,1.3,1015.1,153.3,16,58,2019/3/18 13:09
99,131,0.4,36,13,93,0.6,1015.1,153.3,16,58,2019/3/18 13:10
96,131,0.4,35,13,93,1.5,1015,153.3,16,59,2019/3/18 13:11
106,148,0.4,36,13,93,0.7,1015,153.3,16,58,2019/3/18 13:12
107,145,0.4,38,13,93,1.2,1015,153.3,16,59,2019/3/18 13:13
104,147,0.4,38,13,92,1.3,1015,153.3,16,59,2019/3/18 13:14
104,148,0.4,40,13,93,1.6,1015,153.3,16,59,2019/3/18 13:15
108,145,0.4,41,13,93,1.6,1014.9,153.3,16,59,2019/3/18 13:16
110,155,0.4,42,13,93,1.5,1014.9,153.3,16,59,2019/3/18 13:17
112,149,0.4,42,13,93,0.8,1014.8,153.3,16,59,2019/3/18 13:18
111,152,0.4,41,13,92,1.4,1014.8,153.3,16,59,2019/3/18 13:19
101,137,0.4,41,13,91,0.3,1014.8,153.3,16,58,2019/3/18 13:20
101,140,0.4,40,13,89,0.6,1014.7,153.3,16,57,2019/3/18 13:21
100,137,0.4,40,13,87,1,1014.7,153.3,17,58,2019/3/18 13:22
110,147,0.4,40,13,88,1.5,1014.8,153.3,17,57,2019/3/18 13:23
100,135,0.4,41,13,90,1.7,1014.7,153.3,17,57,2019/3/18 13:24
102,139,0.4,41,13,92,1.9,1014.7,153.3,17,57,2019/3/18 13:25
99,132,0.4,40,13,95,0.4,1014.7,153.3,16,57,2019/3/18 13:26
89,118,0.4,39,13,97,1.9,1014.7,153.3,16,56,2019/3/18 13:27
91,118,0.4,36,13,97,0.8,1014.6,153.3,17,56,2019/3/18 13:28
84,117,0.4,33,13,96,1.4,1014.6,153.3,17,56,2019/3/18 13:29
83,118,0.4,31,13,96,1.2,1014.5,153.3,17,55,2019/3/18 13:30
81,108,0.4,30,13,95,2,1014.6,153.3,17,55,2019/3/18 13:31
78,102,0.4,29,13,96,0.6,1014.5,153.3,17,54,2019/3/18 13:32
79,102,0.4,29,13,98,0.8,1014.5,153.3,17,55,2019/3/18 13:33
76,98,0.4,28,13,99,2.4,1014.5,153.3,17,54,2019/3/18 13:34
73,99,0.4,28,13,100,1.6,1014.5,153.3,17,54,2019/3/18 13:35
72,96,0.4,28,13,101,0.5,1014.5,153.3,17,54,2019/3/18 13:36
70,92,0.4,28,13,100,0.6,1014.5,153.3,17,54,2019/3/18 13:37
76,99,0.4,28,13,100,1.3,1014.5,153.3,17,53,2019/3/18 13:38
64,87,0.4,28,13,100,2.2,1014.4,153.3,17,51,2019/3/18 13:39
67,90,0.4,28,13,101,1.6,1014.3,153.3,17,51,2019/3/18 13:40
61,83,0.4,28,13,101,1,1014.4,153.3,17,51,2019/3/18 13:41
63,82,0.4,28,13,103,1,1014.3,153.3,17,51,2019/3/18 13:42
57,78,0.4,28,13,103,1.3,1014.4,153.3,18,51,2019/3/18 13:43
68,87,0.4,27,13,103,1.7,1014.3,153.3,17,51,2019/3/18 13:44
68,89,0.4,27,13,104,0.8,1014.4,153.3,17,51,2019/3/18 13:45
70,90,0.4,27,13,105,2.3,1014.4,153.3,18,51,2019/3/18 13:46
68,96,0.4,27,13,104,1.3,1014.4,153.3,17,51,2019/3/18 13:47
70,94,0.4,27,13,103,0.8,1014.4,153.3,17,51,2019/3/18 13:48
68,87,0.4,27,13,103,0.8,1014.2,153.3,17,52,2019/3/18 13:49
67,91,0.4,27,13,102,1.4,1014.2,153.3,17,51,2019/3/18 13:50
70,95,0.4,27,13,103,2.6,1014.3,153.3,17,51,2019/3/18 13:51
71,92,0.4,27,13,104,0.8,1014.3,153.3,17,52,2019/3/18 13:52
68,92,0.4,27,13,102,0.7,1014.4,153.3,17,52,2019/3/18 13:53
72,98,0.4,27,13,98,1.2,1014.3,153.3,17,52,2019/3/18 13:54
72,92,0.4,27,13,95,0.5,1014.3,153.3,17,52,2019/3/18 13:55
71,91,0.4,27,13,93,0.5,1014.2,153.3,17,52,2019/3/18 13:56
68,91,0.4,27,13,90,1.8,1014.2,153.3,17,52,2019/3/18 13:57
72,95,0.4,27,13,91,0.6,1014.2,153.3,17,52,2019/3/18 13:58
68,91,0.4,27,13,93,0.8,1014.2,153.3,17,52,2019/3/18 13:59
69,93,0.4,27,13,94,1.6,1014.2,153.3,17,52,2019/3/18 14:00
64,83,0.4,27,13,95,1.7,1014.2,153.3,17,51,2019/3/18 14:01
56,77,0.4,27,13,95,1.4,1014.2,153.3,17,51,2019/3/18 14:02
60,80,0.4,27,13,97,1.5,1014.1,153.3,17,51,2019/3/18 14:03
61,81,0.4,27,13,101,1.3,1014.1,153.3,17,52,2019/3/18 14:04
60,81,0.4,27,13,100,1.2,1014.1,153.3,17,53,2019/3/18 14:05
64,82,0.4,27,13,101,1.1,1014.1,153.3,17,52,2019/3/18 14:06
60,81,0.4,27,13,101,2.3,1014.1,153.3,17,52,2019/3/18 14:07
63,83,0.4,27,13,100,0.8,1014.2,153.3,17,53,2019/3/18 14:08
60,81,0.4,27,13,99,1.2,1014,153.3,17,53,2019/3/18 14:09
65,87,0.4,27,13,98,0.6,1014.1,153.3,17,53,2019/3/18 14:10
60,82,0.4,27,13,97,0.7,1014.1,153.3,17,53,2019/3/18 14:11
61,82,0.4,27,13,95,1.4,1014.2,153.3,17,52,2019/3/18 14:12
56,80,0.4,27,13,95,2.2,1014.1,153.3,17,52,2019/3/18 14:13
52,76,0.4,27,13,95,2.4,1014,153.3,17,52,2019/3/18 14:14
54,79,0.4,27,13,96,0.9,1014,153.3,17,52,2019/3/18 14:15
58,81,0.4,27,13,97,1.1,1014,153.3,17,52,2019/3/18 14:16
58,79,0.4,27,13,97,1.2,1014,153.3,17,53,2019/3/18 14:17
62,82,0.4,27,13,97,0.3,1013.9,153.3,17,53,2019/3/18 14:18
64,82,0.4,27,13,96,1.9,1013.9,153.3,17,53,2019/3/18 14:19
59,81,0.4,27,13,96,2.6,1013.9,153.3,17,53,2019/3/18 14:20
60,81,0.4,27,13,96,1.5,1013.9,153.3,17,52,2019/3/18 14:21
62,82,0.4,27,13,96,0.5,1013.9,153.3,17,53,2019/3/18 14:22
59,81,0.4,27,13,97,0.6,1013.8,153.3,17,52,2019/3/18 14:23
55,77,0.4,27,13,97,0.7,1013.8,153.3,17,53,2019/3/18 14:24
58,80,0.4,27,13,98,1,1013.8,153.3,17,53,2019/3/18 14:25
58,79,0.4,27,13,97,1,1013.8,153.3,17,52,2019/3/18 14:26
60,81,0.4,27,13,97,0.9,1013.7,153.3,17,52,2019/3/18 14:27
56,77,0.4,27,13,96,1.8,1013.8,153.3,17,52,2019/3/18 14:28
59,79,0.4,27,13,96,1.6,1013.8,153.3,17,52,2019/3/18 14:29
56,78,0.4,27,13,96,1.1,1013.9,153.3,17,51,2019/3/18 14:30
53,76,0.4,27,13,96,1.5,1013.8,153.3,17,51,2019/3/18 14:31
55,78,0.4,27,13,96,1.3,1013.9,153.3,17,51,2019/3/18 14:32
56,79,0.4,27,13,96,1.4,1013.8,153.3,17,52,2019/3/18 14:33
59,80,0.4,27,13,95,1.3,1013.8,153.3,17,52,2019/3/18 14:34
60,81,0.4,27,13,96,1,1013.9,153.3,17,52,2019/3/18 14:35
55,77,0.4,27,13,96,1.2,1013.9,153.3,17,52,2019/3/18 14:36
58,81,0.4,27,13,96,0.6,1013.9,153.3,17,51,2019/3/18 14:37
56,79,0.4,27,13,94,1.2,1013.7,153.3,17,51,2019/3/18 14:38
56,80,0.4,27,13,94,0.6,1013.7,153.3,17,51,2019/3/18 14:39
56,79,0.4,27,13,93,1.2,1013.7,153.3,17,52,2019/3/18 14:40
55,77,0.4,27,13,94,1.1,1013.7,153.3,17,52,2019/3/18 14:41
58,81,0.4,27,13,95,1.2,1013.6,153.3,17,52,2019/3/18 14:42
55,77,0.4,27,13,97,1.1,1013.8,153.3,17,52,2019/3/18 14:43
57,80,0.4,27,13,97,0.5,1013.7,153.3,17,52,2019/3/18 14:44
55,78,0.4,27,13,96,0.7,1013.7,153.3,17,52,2019/3/18 14:45
60,81,0.4,27,13,95,0.4,1013.7,153.3,17,52,2019/3/18 14:46
57,79,0.4,27,13,94,0.3,1013.6,153.3,17,52,2019/3/18 14:47
56,77,0.4,28,13,93,1.3,1013.6,153.3,17,52,2019/3/18 14:48
54,78,0.4,28,13,92,0.5,1013.6,153.3,17,51,2019/3/18 14:49
52,75,0.4,28,13,93,1.5,1013.6,153.3,17,51,2019/3/18 14:50
58,79,0.4,28,13,93,0.8,1013.5,153.3,17,51,2019/3/18 14:51
57,80,0.4,28,13,94,0.5,1013.6,153.3,17,52,2019/3/18 14:52
52,75,0.4,28,13,94,1.1,1013.6,153.3,17,51,2019/3/18 14:53
59,80,0.4,27,13,95,0.7,1013.5,153.3,17,51,2019/3/18 14:54
57,79,0.4,27,13,94,1.5,1013.6,153.3,17,51,2019/3/18 14:55
56,78,0.4,27,13,95,1.8,1013.5,153.3,17,51,2019/3/18 14:56
53,77,0.4,27,13,95,0.7,1013.5,153.3,17,51,2019/3/18 14:57
56,77,0.4,27,13,94,1,1013.5,153.3,17,51,2019/3/18 14:58
53,76,0.4,27,13,93,2.3,1013.5,153.3,17,50,2019/3/18 14:59
54,77,0.4,27,13,94,1.1,1013.5,153.3,17,51,2019/3/18 15:00
55,78,0.4,27,13,93,2,1013.5,153.3,17,50,2019/3/18 15:01
56,80,0.4,27,13,94,1.3,1013.4,153.3,17,50,2019/3/18 15:02
54,77,0.4,27,13,96,1.7,1013.5,153.3,17,50,2019/3/18 15:03
51,74,0.4,27,13,97,1.8,1013.4,153.3,18,50,2019/3/18 15:04
53,75,0.4,27,13,97,1,1013.4,153.3,18,49,2019/3/18 15:05
56,77,0.4,27,13,97,2.3,1013.4,153.3,18,48,2019/3/18 15:06
51,72,0.4,27,13,98,2,1013.3,153.3,18,48,2019/3/18 15:07
57,78,0.4,27,13,99,0.9,1013.2,153.3,18,48,2019/3/18 15:08
56,77,0.4,27,13,99,2.6,1013.3,153.3,18,48,2019/3/18 15:09
57,78,0.4,27,13,100,1.5,1013.3,153.3,18,48,2019/3/18 15:10
52,73,0.4,27,13,100,1,1013.2,153.3,18,49,2019/3/18 15:11
56,79,0.4,27,13,99,1,1013.2,153.3,18,48,2019/3/18 15:12
56,77,0.4,27,13,99,1.8,1013.3,153.3,18,48,2019/3/18 15:13
56,78,0.4,27,13,98,1.1,1013.4,153.3,18,48,2019/3/18 15:14
56,76,0.4,27,13,96,1.6,1013.3,153.3,18,47,2019/3/18 15:15
57,78,0.4,27,13,96,2.1,1013.4,153.3,18,47,2019/3/18 15:16
50,72,0.4,27,13,98,1.5,1013.4,153.3,18,47,2019/3/18 15:17
56,79,0.4,27,13,97,1.1,1013.4,153.3,18,47,2019/3/18 15:18
54,75,0.4,27,13,98,0.5,1013.3,153.3,18,47,2019/3/18 15:19
57,78,0.4,27,13,99,2.1,1013.3,153.3,18,46,2019/3/18 15:20
57,77,0.4,27,13,98,0.9,1013.4,153.3,18,46,2019/3/18 15:21
57,78,0.4,27,13,98,0.6,1013.3,153.3,18,46,2019/3/18 15:22
56,77,0.4,27,13,96,0.6,1013.4,153.3,19,46,2019/3/18 15:23
57,80,0.4,27,13,96,0.9,1013.3,153.3,18,46,2019/3/18 15:24
52,76,0.4,27,13,94,0.6,1013.4,153.3,18,46,2019/3/18 15:25
54,76,0.4,27,13,95,0.9,1013.4,153.3,18,46,2019/3/18 15:26
55,78,0.4,27,13,93,1.3,1013.3,153.3,18,47,2019/3/18 15:27
56,78,0.4,27,13,93,0.6,1013.4,153.3,18,47,2019/3/18 15:28
56,77,0.4,27,13,92,1.1,1013.4,153.3,18,47,2019/3/18 15:29
52,76,0.4,27,13,94,0.2,1013.3,153.3,18,47,2019/3/18 15:30
56,78,0.4,27,13,96,0.7,1013.4,153.3,18,47,2019/3/18 15:31
56,77,0.4,27,13,97,1.4,1013.4,153.3,18,47,2019/3/18 15:32
53,75,0.4,27,13,96,0.8,1013.4,153.3,19,47,2019/3/18 15:33
60,79,0.4,27,13,97,0.8,1013.3,153.3,19,47,2019/3/18 15:34
56,78,0.4,27,13,96,2,1013.4,153.3,19,46,2019/3/18 15:35
58,78,0.4,27,13,96,2.2,1013.3,153.3,19,46,2019/3/18 15:36
57,78,0.4,27,13,95,3.1,1013.3,153.3,18,47,2019/3/18 15:37
59,81,0.4,27,13,97,2.2,1013.4,153.3,18,47,2019/3/18 15:38
56,79,0.4,27,13,99,1.1,1013.4,153.3,18,48,2019/3/18 15:39
62,82,0.4,27,13,96,0.5,1013.4,153.3,18,48,2019/3/18 15:40
56,77,0.4,27,13,97,0.5,1013.4,153.3,18,49,2019/3/18 15:41
57,78,0.4,27,13,96,0.6,1013.4,153.3,18,49,2019/3/18 15:42
56,77,0.4,27,13,91,2,1013.4,153.3,18,48,2019/3/18 15:43
57,78,0.4,27,13,90,3.1,1013.3,153.3,18,48,2019/3/18 15:44
58,77,0.4,27,13,92,2.4,1013.4,153.3,18,48,2019/3/18 15:45
59,78,0.4,27,13,90,1.4,1013.4,153.3,18,48,2019/3/18 15:46
56,76,0.4,27,13,91,2,1013.4,153.3,18,48,2019/3/18 15:47
60,80,0.4,27,13,91,1.3,1013.5,153.3,18,49,2019/3/18 15:48
56,79,0.4,27,13,91,1.9,1013.5,153.3,18,48,2019/3/18 15:49
60,81,0.4,27,13,90,0.9,1013.5,153.3,17,49,2019/3/18 15:50
59,80,0.4,27,13,90,0.4,1013.4,153.3,17,48,2019/3/18 15:51
60,79,0.4,27,13,88,0.5,1013.4,153.3,18,49,2019/3/18 15:52
59,79,0.4,27,13,87,0.7,1013.4,153.3,18,48,2019/3/18 15:53
61,80,0.4,27,13,86,1.2,1013.4,153.3,18,48,2019/3/18 15:54
56,77,0.4,27,13,87,1.8,1013.4,153.3,18,48,2019/3/18 15:55
58,78,0.4,27,13,88,1.2,1013.4,153.3,17,49,2019/3/18 15:56
60,81,0.4,27,13,90,2,1013.5,153.3,17,49,2019/3/18 15:57
58,80,0.4,27,13,91,0.9,1013.5,153.3,17,50,2019/3/18 15:58
59,80,0.4,28,14,87,2.1,1013.5,153.3,17,50,2019/3/18 16:09
55,78,0.4,28,14,87,1.1,1013.5,153.3,17,49,2019/3/18 16:10
62,80,0.4,28,14,87,1.5,1013.6,153.3,17,50,2019/3/18 16:11
62,86,0.4,28,14,89,1.4,1013.6,153.3,17,51,2019/3/18 16:12
56,78,0.4,28,14,90,1.2,1013.6,153.3,17,51,2019/3/18 16:13
57,78,0.4,28,14,89,0.8,1013.6,153.3,17,51,2019/3/18 16:14
60,80,0.4,28,14,89,1.2,1013.6,153.3,17,51,2019/3/18 16:15
58,79,0.4,28,14,88,0.9,1013.6,153.3,17,51,2019/3/18 16:16
56,77,0.4,28,14,84,0.8,1013.6,153.3,17,51,2019/3/18 16:17
57,80,0.4,28,14,84,0.6,1013.6,153.3,17,51,2019/3/18 16:18
58,78,0.4,28,14,83,1.6,1013.6,153.3,17,51,2019/3/18 16:19
56,79,0.4,28,14,84,0.9,1013.7,153.3,17,51,2019/3/18 16:20
58,80,0.4,28,14,85,1.5,1013.6,153.3,17,51,2019/3/18 16:21
58,82,0.4,28,14,87,0.6,1013.7,153.3,17,52,2019/3/18 16:22
53,80,0.4,28,14,87,1.5,1013.6,153.3,17,51,2019/3/18 16:23
59,80,0.4,28,14,88,1.5,1013.6,153.3,17,52,2019/3/18 16:24
56,80,0.4,28,14,88,0.5,1013.7,153.3,16,52,2019/3/18 16:25
55,77,0.4,28,14,87,0.9,1013.7,153.3,16,52,2019/3/18 16:26
55,76,0.4,28,14,87,1.4,1013.7,153.3,16,52,2019/3/18 16:27
53,78,0.4,28,14,86,0.8,1013.8,153.3,16,52,2019/3/18 16:28
54,78,0.4,28,14,84,1.1,1013.7,153.3,16,52,2019/3/18 16:29
56,79,0.4,29,14,83,0.3,1013.7,153.3,16,52,2019/3/18 16:30
56,78,0.4,30,14,83,0.6,1013.7,153.3,16,52,2019/3/18 16:31
58,79,0.4,30,14,83,1.1,1013.7,153.3,16,52,2019/3/18 16:32
53,79,0.4,30,14,84,0.5,1013.6,153.3,16,52,2019/3/18 16:33
55,78,0.4,29,14,85,0.6,1013.7,153.3,16,52,2019/3/18 16:34
53,76,0.4,28,14,83,0.6,1013.7,153.3,16,52,2019/3/18 16:35
44,68,0.4,28,14,83,1.4,1013.6,153.3,16,51,2019/3/18 16:36
51,74,0.4,28,14,84,1.1,1013.7,153.3,16,52,2019/3/18 16:37
48,74,0.4,28,14,84,1.2,1013.7,153.3,16,52,2019/3/18 16:38
48,72,0.4,28,14,84,1.6,1013.7,153.3,16,51,2019/3/18 16:39
45,69,0.4,28,14,85,1.3,1013.7,153.3,16,51,2019/3/18 16:40
43,67,0.4,28,14,85,0.8,1013.6,153.3,16,52,2019/3/18 16:41
44,69,0.4,28,14,84,1.1,1013.6,153.3,16,51,2019/3/18 16:42
48,74,0.4,28,14,85,2,1013.6,153.3,16,51,2019/3/18 16:43
44,70,0.4,28,14,85,0.4,1013.6,153.3,16,51,2019/3/18 16:44
45,71,0.4,28,14,84,0.6,1013.6,153.3,16,52,2019/3/18 16:45
44,68,0.4,28,14,83,1.3,1013.7,153.3,16,51,2019/3/18 16:46
41,65,0.4,28,14,81,1.3,1013.7,153.3,16,50,2019/3/18 16:47
39,60,0.4,28,14,80,0.8,1013.6,153.3,16,50,2019/3/18 16:48
40,63,0.4,28,14,79,1.3,1013.6,153.3,16,50,2019/3/18 16:49
39,60,0.4,28,14,80,0.7,1013.6,153.3,16,50,2019/3/18 16:50
39,60,0.4,28,14,78,0.3,1013.6,153.3,16,50,2019/3/18 16:51
38,60,0.4,28,14,76,0.2,1013.6,153.3,16,50,2019/3/18 16:52
36,58,0.4,28,14,75,1.2,1013.6,153.3,16,50,2019/3/18 16:53
38,58,0.4,28,14,73,0.3,1013.7,153.3,16,50,2019/3/18 16:54
40,63,0.4,28,14,71,1.3,1013.7,153.3,16,50,2019/3/18 16:55
37,56,0.4,28,14,73,0.3,1013.7,153.3,16,50,2019/3/18 16:56
38,59,0.4,28,14,74,0.9,1013.7,153.3,16,49,2019/3/18 16:57
37,56,0.4,28,14,74,2.5,1013.7,153.3,16,49,2019/3/18 16:58
36,54,0.4,28,14,76,2.2,1013.6,153.3,16,49,2019/3/18 16:59
38,61,0.4,28,14,78,0.8,1013.7,153.3,16,50,2019/3/18 17:00
36,56,0.4,28,14,77,1.4,1013.6,153.3,16,50,2019/3/18 17:01
37,58,0.4,28,14,78,0.5,1013.7,153.3,16,50,2019/3/18 17:02
39,60,0.4,28,14,78,0.5,1013.7,153.3,16,50,2019/3/18 17:03
37,56,0.4,28,14,75,0.4,1013.7,153.3,16,50,2019/3/18 17:04
36,59,0.4,28,14,74,1.8,1013.7,153.3,16,50,2019/3/18 17:05
36,56,0.4,28,14,74,0.5,1013.7,153.3,16,50,2019/3/18 17:06
39,60,0.4,28,14,74,1.3,1013.6,153.3,16,50,2019/3/18 17:07
36,56,0.4,28,14,75,0.6,1013.7,153.3,16,50,2019/3/18 17:08
36,57,0.4,28,14,76,1.2,1013.8,153.3,16,50,2019/3/18 17:09
37,56,0.4,28,14,76,2.2,1013.8,153.3,16,51,2019/3/18 17:10
37,58,0.4,28,14,76,0.5,1013.7,153.3,16,51,2019/3/18 17:11
38,60,0.4,28,14,75,1.1,1013.8,153.3,16,51,2019/3/18 17:12
38,60,0.4,28,14,75,1.2,1013.8,153.3,16,51,2019/3/18 17:13
37,58,0.4,28,14,75,2.5,1013.9,153.3,16,51,2019/3/18 17:14
39,59,0.4,28,14,76,1.4,1014,153.3,16,51,2019/3/18 17:15
39,60,0.4,28,14,77,1.8,1014,153.3,16,51,2019/3/18 17:16
38,58,0.4,28,14,78,0.9,1013.9,153.3,16,51,2019/3/18 17:17
37,57,0.4,28,14,78,1.1,1014,153.3,15,52,2019/3/18 17:18
40,63,0.4,28,14,78,1,1014,153.3,15,51,2019/3/18 17:19
39,59,0.4,28,14,76,0.9,1014,153.3,15,51,2019/3/18 17:20
39,61,0.4,28,14,76,1.4,1013.9,153.3,15,51,2019/3/18 17:21
38,58,0.4,28,14,75,1.4,1014,153.3,15,52,2019/3/18 17:22
39,64,0.4,28,14,75,1,1014,153.3,15,52,2019/3/18 17:23
39,61,0.4,28,14,75,1.2,1014,153.3,15,52,2019/3/18 17:24
39,59,0.4,28,14,75,0.6,1014,153.3,15,52,2019/3/18 17:25
40,64,0.4,28,14,74,0.7,1014,153.3,16,52,2019/3/18 17:26
40,63,0.4,28,14,73,0.7,1014.1,153.3,16,52,2019/3/18 17:27
39,58,0.4,28,14,73,1.3,1014.1,153.3,16,51,2019/3/18 17:28
39,60,0.4,30,14,72,0.7,1014.1,153.3,16,51,2019/3/18 17:29
38,59,0.4,30,14,73,1.2,1014,153.3,15,51,2019/3/18 17:30
38,57,0.4,31,14,74,0.5,1014,153.3,15,51,2019/3/18 17:31
40,61,0.4,30,14,75,1.5,1014,153.3,15,51,2019/3/18 17:32
39,60,0.4,29,14,75,1.1,1014,153.3,15,51,2019/3/18 17:33
40,61,0.4,28,14,75,0.6,1014,153.3,15,51,2019/3/18 17:34
40,61,0.4,28,14,75,1,1014,153.3,15,52,2019/3/18 17:35
39,59,0.4,28,14,74,0.8,1014,153.3,15,52,2019/3/18 17:36
38,58,0.4,28,14,74,0.6,1014,153.3,15,52,2019/3/18 17:37
38,57,0.4,28,14,74,0.7,1014,153.3,15,51,2019/3/18 17:38
40,60,0.4,28,14,75,1.5,1014,153.3,15,52,2019/3/18 17:39
39,59,0.4,28,14,75,1.6,1013.9,153.3,15,52,2019/3/18 17:40
37,57,0.4,28,14,76,1.2,1013.9,153.3,15,52,2019/3/18 17:41
40,61,0.4,28,14,76,1.1,1013.9,153.3,15,52,2019/3/18 17:42
40,62,0.4,28,14,75,0.5,1013.9,153.3,15,52,2019/3/18 17:43
40,60,0.4,28,14,75,1.5,1013.9,153.3,15,52,2019/3/18 17:44
40,64,0.4,28,14,75,1.6,1013.9,153.3,15,52,2019/3/18 17:45
40,62,0.4,28,14,76,0.3,1013.9,153.3,15,52,2019/3/18 17:46
41,66,0.4,28,14,76,0.7,1013.9,153.3,15,53,2019/3/18 17:47
40,64,0.4,28,14,76,0.4,1013.9,153.3,15,53,2019/3/18 17:48
42,66,0.4,28,14,74,0.4,1013.9,153.3,15,53,2019/3/18 17:49
40,62,0.4,28,14,73,0.9,1013.9,153.3,15,53,2019/3/18 17:50
40,64,0.4,28,14,73,0.7,1013.9,153.3,15,53,2019/3/18 17:51
40,64,0.4,28,14,73,1.1,1013.9,153.3,15,53,2019/3/18 17:52
39,61,0.4,28,14,74,0.5,1013.9,153.3,15,53,2019/3/18 17:53
42,64,0.4,28,14,74,0.5,1013.9,153.3,15,53,2019/3/18 17:54
41,63,0.4,28,14,74,1.2,1013.9,153.3,15,53,2019/3/18 17:55
40,62,0.4,28,14,75,1.8,1013.9,153.3,15,53,2019/3/18 17:56
40,64,0.4,28,14,76,0.8,1013.9,153.3,15,54,2019/3/18 17:57
40,63,0.4,28,14,77,0.8,1013.9,153.3,15,54,2019/3/18 17:58
41,65,0.4,28,14,79,0.6,1013.9,153.3,15,54,2019/3/18 17:59
41,64,0.4,28,14,80,1,1013.8,153.3,15,54,2019/3/18 18:00
39,61,0.4,28,14,79,0.6,1013.8,153.3,15,54,2019/3/18 18:01
42,66,0.4,28,14,79,0.9,1013.9,153.3,15,54,2019/3/18 18:02
40,63,0.4,28,14,78,1.6,1013.8,153.3,15,54,2019/3/18 18:03
40,62,0.4,28,14,78,0.9,1013.9,153.3,15,55,2019/3/18 18:04
41,65,0.4,28,14,77,1,1013.9,153.3,15,55,2019/3/18 18:05
43,68,0.4,28,14,77,1.1,1013.8,153.3,15,55,2019/3/18 18:06
41,65,0.4,28,14,78,0.7,1013.9,153.3,15,55,2019/3/18 18:07
41,65,0.4,28,14,78,0.5,1013.8,153.3,15,55,2019/3/18 18:08
